mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	2/4	3	1		A.V	A	I		V		V							M	0	0	1, 5, 2		1	1
2	1	0	0	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
2	1	1/4	1/4	2/4	3	1		V6	A	I		V6		V		6					M	0	0	5, 2, 1		1	5
3	2	0	0	2/4	3	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	2	1/8	1/8	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
4	3	0	0	2/4	3	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	3/8	3/8	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	4	3/8	3/8	2/4	3	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
6	5	0	0	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	1/4	1/4	2/4	3	1		ii64/V	A	I		ii64/V		ii		64		V			m	0	0	4, 3, 0		3	4
7	6	1/8	1/8	2/4	3	1		V7/V	A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
7	6	1/4	1/4	2/4	3	1		V\\	A	I		V		V						\\	M	0	0	1, 5, 2		1	1
8	7	0	0	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	1/4	1/4	2/4	3	1		ii64/V	A	I		ii64/V		ii		64		V			m	0	0	4, 3, 0		3	4
9	8	1/8	1/8	2/4	3	1		V7/V	A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
9	8	1/4	1/4	2/4	3	1		V\\	A	I		V		V						\\	M	0	0	1, 5, 2		1	1
10	9	0	0	2/4	3	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
11	10	0	0	2/4	3	1		I6(9)	A	I		I6(9)		I		6	9				M	0	0	4, 1, 0	2	0	4
11	10	1/8	1/8	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	10	3/8	3/8	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
12	11	0	0	2/4	3	1		#viio43/vi	A	I		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
13	12	0	0	2/4	3	1		vi6	A	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
13	12	3/8	3/8	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
14	13	0	0	2/4	3	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	13	3/8	3/8	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	14	0	0	2/4	3	1		viio2(2)/V	A	I		viio2(2)/V		vii	o	2	2	V			o7	0	0	-3, 1, 3, 0		6	-3
15	14	1/4	1/4	2/4	3	1		viio2/V	A	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
16	15	0	0	2/4	3	1		V7/V	A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
17	16	0	0	2/4	3	1		#viio7/vi	A	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
17	16	3/8	3/8	2/4	3	1		V2/ii	A	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
18	17	0	0	2/4	3	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	17	1/4	1/4	2/4	3	1		V43/ii	A	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
19	18	0	0	2/4	3	1		ii(11)	A	I		ii(11)		ii			11				m	0	0	2, -1, 3	1	2	2
19	18	1/4	1/4	2/4	3	1		ii	A	I		ii		ii							m	0	0	2, -1, 3		2	2
19	18	3/8	3/8	2/4	3	1		viio2/V	A	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
20	19	0	0	2/4	3	1		ii7	A	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
21	20	1/4	1/4	2/4	3	1		V7(9)	A	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
21	20	3/8	3/8	2/4	3	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	21	0	0	2/4	3	1		I\\	A	I		I		I						\\	M	0	0	0, 4, 1		0	0
22	21	1/4	1/4	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
22	21	3/8	3/8	2/4	3	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
23	22	0	0	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	22	1/8	1/8	2/4	3	1		#viio6/vi	A	I		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
23	22	1/4	1/4	2/4	3	1		vi6	A	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
23	22	3/8	3/8	2/4	3	1		#viio43/ii	A	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
24	23	0	0	2/4	3	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
24	23	1/4	1/4	2/4	3	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	24	0	0	2/4	3	1		I\\	A	I		I		I						\\	M	0	0	0, 4, 1		0	0
25	24	3/8	3/8	2/4	3	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
26	25	0	0	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
26	25	1/4	1/4	2/4	3	1		V6	A	I		V6		V		6					M	0	0	5, 2, 1		1	5
27	26	0	0	2/4	3	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
27	26	1/8	1/8	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
28	27	0	0	2/4	3	1		iv	A	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
28	27	3/8	3/8	2/4	3	1		i6	A	I		i6		i		6					m	0	0	-3, 1, 0		0	-3
29	28	3/8	3/8	2/4	3	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
30	29	0	0	2/4	3	1		i6	A	I		i6		i		6					m	0	0	-3, 1, 0		0	-3
30	29	1/4	1/4	2/4	3	1		bII/V	A	I		bII/V		bII				V			M	0	0	-4, 0, -3		-4	-4
31	30	1/8	1/8	2/4	3	1		V7/V	A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
31	30	1/4	1/4	2/4	3	1		V\\	A	I		V		V						\\	M	0	0	1, 5, 2		1	1
32	31	0	0	2/4	3	1		i6	A	I		i6		i		6					m	0	0	-3, 1, 0		0	-3
32	31	1/8	1/8	2/4	3	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
32	31	1/4	1/4	2/4	3	1		i6	A	I		i6		i		6					m	0	0	-3, 1, 0		0	-3
32	31	3/8	3/8	2/4	3	1		bII6/V	A	I		bII6/V		bII		6		V			M	0	0	0, -3, -4		-4	0
33	32	0	0	2/4	3	1		V6	A	I		V6		V		6					M	0	0	5, 2, 1		1	5
33	32	1/8	1/8	2/4	3	1		It6	A	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
33	32	1/4	1/4	2/4	3	1		V\\	A	I		V		V						\\	M	0	0	1, 5, 2		1	1
34	33	0	0	2/4	3	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
35	34	0	0	2/4	3	1		I6(9)	A	I		I6(9)		I		6	9				M	0	0	4, 1, 0	2	0	4
35	34	1/8	1/8	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
35	34	3/8	3/8	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
36	35	0	0	2/4	3	1		#viio43/vi	A	I		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
37	36	0	0	2/4	3	1		vi6	A	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
37	36	3/8	3/8	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
38	37	0	0	2/4	3	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
38	37	3/8	3/8	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
39	38	0	0	2/4	3	1		viio2(2)/V	A	I		viio2(2)/V		vii	o	2	2	V			o7	0	0	-3, 1, 3, 0		6	-3
39	38	1/4	1/4	2/4	3	1		viio2/V	A	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
40	39	0	0	2/4	3	1		V7/V	A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
41	40	0	0	2/4	3	1		#viio7/vi	A	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
41	40	3/8	3/8	2/4	3	1		V2/ii	A	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
42	41	0	0	2/4	3	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
42	41	1/4	1/4	2/4	3	1		V43/ii	A	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
43	42	0	0	2/4	3	1		ii	A	I		ii		ii							m	0	0	2, -1, 3		2	2
43	42	1/4	1/4	2/4	3	1		viio2/V	A	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
44	43	0	0	2/4	3	1		ii7	A	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
45	44	1/4	1/4	2/4	3	1		V7(9)	A	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
45	44	3/8	3/8	2/4	3	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	45	0	0	2/4	3	1		I(9)	A	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
46	45	1/8	1/8	2/4	3	1		I\\	A	I		I		I						\\	M	0	0	0, 4, 1		0	0
46	45	1/4	1/4	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
46	45	3/8	3/8	2/4	3	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
47	46	0	0	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	46	1/8	1/8	2/4	3	1		#viio6/vi	A	I		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
47	46	1/4	1/4	2/4	3	1		vi6	A	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
47	46	3/8	3/8	2/4	3	1		#viio43/ii	A	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
48	47	0	0	2/4	3	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	47	1/4	1/4	2/4	3	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	48	0	0	2/4	3	1		I\\	A	I		I		I						\\	M	0	0	0, 4, 1		0	0
49	48	1/4	1/4	2/4	3	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
50	49	0	0	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
50	49	1/4	1/4	2/4	3	1		V6	A	I		V6		V		6					M	0	0	5, 2, 1		1	5
51	50	0	0	2/4	3	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
51	50	1/8	1/8	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
52	51	0	0	2/4	3	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
52	51	3/8	3/8	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
53	52	3/8	3/8	2/4	3	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
54	53	0	0	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
54	53	1/4	1/4	2/4	3	1		ii64/V	A	I		ii64/V		ii		64		V			m	0	0	4, 3, 0		3	4
55	54	1/8	1/8	2/4	3	1		V7/V	A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
55	54	1/4	1/4	2/4	3	1		V\\	A	I		V		V						\\	M	0	0	1, 5, 2		1	1
56	55	0	0	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
56	55	1/4	1/4	2/4	3	1		ii64/V	A	I		ii64/V		ii		64		V			m	0	0	4, 3, 0		3	4
57	56	1/8	1/8	2/4	3	1		V7/V	A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
57	56	1/4	1/4	2/4	3	1		V\\	A	I		V		V						\\	M	0	0	1, 5, 2		1	1
58	57	0	0	2/4	3	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	58	0	0	2/4	3	1		I6(9)	A	I		I6(9)		I		6	9				M	0	0	4, 1, 0	2	0	4
59	58	1/8	1/8	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
60	59	0	0	2/4	3	1		V2/IV	A	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
61	60	0	0	2/4	3	1		IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
61	60	1/4	1/4	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
62	61	0	0	2/4	3	1		IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
62	61	3/8	3/8	2/4	3	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
63	62	0	0	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
63	62	3/8	3/8	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
64	63	0	0	2/4	3	1		viio6(42)/V	A	I		viio6(42)/V		vii	o	6	42	V			o	0	0	5, 0, 1		6	5
64	63	1/4	1/4	2/4	3	1		viio6/V	A	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
64	63	3/8	3/8	2/4	3	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
65	64	0	0	2/4	3	1		V65/V	A	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
65	64	3/8	3/8	2/4	3	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
66	65	0	0	2/4	3	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
66	65	1/8	1/8	2/4	3	1		V6	A	I		V6		V		6					M	0	0	5, 2, 1		1	5
66	65	1/4	1/4	2/4	3	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
66	65	3/8	3/8	2/4	3	1		#viio/vi	A	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
67	66	0	0	2/4	3	1		vi	A	I		vi		vi							m	0	0	3, 0, 4		3	3
67	66	1/8	1/8	2/4	3	1		V/vi	A	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
67	66	1/4	1/4	2/4	3	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
67	66	3/8	3/8	2/4	3	1		V2/ii	A	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
68	67	0	0	2/4	3	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
68	67	1/4	1/4	2/4	3	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
69	68	0	0	2/4	3	1		I\\	A	I		I		I						\\	M	0	0	0, 4, 1		0	0
