mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5		0	3/8	2/4	2	1	1/8	1/8	1		0	72	C5	5	0
1	0	0	0	0.5		0	3/8	2/4	2	1	1/8	1/8	1		4	76	E5	5	0
2	1	1/2	1/2	0.75		0	0	2/4	2	1	3/16	1/8	3/2		3	69	A4	4	1
2	1	1/2	1/2	0.75		0	0	2/4	2	1	3/16	1/8	3/2		0	72	C5	5	1
2	1	5/4	5/4	0.25		3/16	3/16	2/4	2	1	1/16	1/16	1		4	64	E4	4	2
2	1	5/4	5/4	0.25		3/16	3/16	2/4	2	1	1/16	1/16	1		5	71	B4	4	2
2	1	3/2	3/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		0	60	C4	4	3
2	1	3/2	3/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		3	69	A4	4	3
2	1	2	2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		2	62	D4	4	4
2	1	2	2	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		-1	65	F4	4	4
3	2	5/2	5/2	0.5		0	0	2/4	2	1	1/8	1/8	1		0	60	C4	4	6
3	2	5/2	5/2	0.5		0	0	2/4	2	1	1/8	1/8	1		4	64	E4	4	6
3	2	3	3	0.5		1/8	1/8	2/4	3	1	1/8	1/8	1		-1	53	F3	3	10
3	2	3	3	0.5		1/8	1/8	2/4	3	1	1/8	1/8	1		3	57	A3	3	10
3	2	3	3	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		5	59	B3	3	7
3	2	3	3	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		2	62	D4	4	7
3	2	7/2	7/2	0.5		1/4	1/4	2/4	3	1	1/8	1/8	1		4	52	E3	3	11
3	2	7/2	7/2	0.5		1/4	1/4	2/4	3	1	1/8	1/8	1		8	56	G#3	3	11
3	2	7/2	7/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		5	59	B3	3	8
3	2	7/2	7/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		4	64	E4	4	8
3	2	4	4	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		0	72	C5	5	9
3	2	4	4	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		4	76	E5	5	5
3	2	4	4	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		4	76	E5	5	9
4	3	9/2	9/2	0.5		0	0	2/4	2	1	1/8	1/8	1		3	69	A4	4	16
4	3	9/2	9/2	0.5		0	0	2/4	1	1	1/8	1/8	1		0	72	C5	5	12
4	3	9/2	9/2	0.5		0	0	2/4	2	1	1/8	1/8	1		0	72	C5	5	16
4	3	5	5	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		1	67	G4	4	17
4	3	5	5	0.5		1/8	1/8	2/4	1	1	1/8	1/8	1		5	71	B4	4	13
4	3	5	5	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		5	71	B4	4	17
4	3	11/2	11/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		-1	65	F4	4	18
4	3	11/2	11/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		3	69	A4	4	18
4	3	11/2	11/2	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		2	74	D5	5	14
4	3	11/2	11/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		2	74	D5	5	18
4	3	6	6	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		-1	65	F4	4	19
4	3	6	6	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		3	69	A4	4	15
4	3	6	6	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		3	69	A4	4	19
5	4	13/2	13/2	1.0		0	0	2/4	2	1	1/4	1/4	1		4	64	E4	4	23
5	4	13/2	13/2	1.0		0	0	2/4	2	1	1/4	1/4	1		8	68	G#4	4	23
5	4	13/2	13/2	0.5		0	0	2/4	1	1	1/8	1/8	1		5	71	B4	4	20
5	4	13/2	13/2	1.0		0	0	2/4	2	1	1/4	1/4	1		5	71	B4	4	23
5	4	7	7	0.5		1/8	1/8	2/4	1	1	1/8	1/8	1		5	71	B4	4	21
5	4	8	8	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1		4	52	E3	3	25
5	4	8	8	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		4	64	E4	4	24
5	4	8	8	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		8	68	G#4	4	24
5	4	8	8	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		5	71	B4	4	22
5	4	8	8	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		5	71	B4	4	24
6	5	17/2	17/2	1.0		0	0	2/4	3	1	1/4	1/4	1		3	57	A3	3	34
6	5	17/2	17/2	1.0		0	0	2/4	2	1	1/4	1/4	1		4	64	E4	4	30
6	5	17/2	17/2	1.0		0	0	2/4	2	1	1/4	1/4	1		3	69	A4	4	30
6	5	17/2	17/2	0.5		0	0	2/4	1	1	1/8	1/8	1		0	72	C5	5	26
6	5	17/2	17/2	1.0		0	0	2/4	2	1	1/4	1/4	1		0	72	C5	5	30
6	5	9	9	0.5		1/8	1/8	2/4	1	1	1/8	1/8	1		0	72	C5	5	27
6	5	19/2	19/2	1.0		1/4	1/4	2/4	3	1	1/4	1/4	1		-1	53	F3	3	35
6	5	19/2	19/2	0.5		1/4	1/4	2/4	2	2	1/8	1/8	1		2	62	D4	4	32
6	5	19/2	19/2	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		-1	77	F5	5	28
6	5	19/2	19/2	1.0		1/4	1/4	2/4	2	1	1/4	1/4	1	1	-1	77	F5	5	31
6	5	10	10	0.5		3/8	3/8	2/4	2	2	1/8	1/8	1	1	0	60	C4	4	33
6	5	10	10	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		4	76	E5	5	29
7	6	21/2	21/2	1.5		0	0	2/4	3	1	3/8	1/4	3/2		1	55	G3	3	41
7	6	21/2	21/2	0.5		0	0	2/4	2	2	1/8	1/8	1	-1	0	60	C4	4	39
7	6	21/2	21/2	1.5		0	0	2/4	1	1	3/8	1/4	3/2		2	74	D5	5	36
7	6	21/2	21/2	1.5		0	0	2/4	2	1	3/8	1/4	3/2	-1	-1	77	F5	5	37
7	6	11	11	1.0		1/8	1/8	2/4	2	2	1/4	1/4	1		5	59	B3	3	40
7	6	12	12	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1		8	56	G#3	3	42
7	6	12	12	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		4	64	E4	4	38
7	6	12	12	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		5	71	B4	4	38
7	6	12	12	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		4	76	E5	5	38
8	7	25/2	25/2	0.5		0	0	2/4	3	1	1/8	1/8	1		3	57	A3	3	53
8	7	25/2	25/2	0.5		0	0	2/4	2	1	1/8	1/8	1		4	64	E4	4	47
8	7	25/2	25/2	0.5		0	0	2/4	2	1	1/8	1/8	1		0	72	C5	5	47
8	7	13	13	0.5		1/8	1/8	2/4	3	1	1/8	1/8	1		4	52	E3	3	54
8	7	13	13	1.0		1/8	1/8	2/4	2	2	1/4	1/4	1		2	62	D4	4	51
8	7	13	13	0.5		1/8	1/8	2/4	1	1	1/8	1/8	1		8	68	G#4	4	43
8	7	13	13	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		8	68	G#4	4	48
8	7	27/2	27/2	0.5		1/4	1/4	2/4	3	1	1/8	1/8	1		-1	53	F3	3	55
8	7	27/2	27/2	0.25		1/4	1/4	2/4	1	1	1/16	1/16	1		3	69	A4	4	44
8	7	27/2	27/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		3	69	A4	4	49
8	7	55/4	55/4	0.25		5/16	5/16	2/4	1	1	1/16	1/16	1		3	69	A4	4	45
8	7	14	14	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1		8	56	G#3	3	56
8	7	14	14	0.5		3/8	3/8	2/4	2	2	1/8	1/8	1	1	-1	65	F4	4	52
8	7	14	14	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		5	71	B4	4	46
8	7	14	14	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		5	71	B4	4	50
9	8	29/2	29/2	0.5		0	0	2/4	3	1	1/8	1/8	1		3	57	A3	3	69
9	8	29/2	29/2	0.5		0	0	2/4	2	2	1/8	1/8	1	-1	-1	65	F4	4	66
9	8	29/2	29/2	0.5		0	0	2/4	2	1	1/8	1/8	1		0	72	C5	5	62
9	8	59/4	59/4	0.25		1/16	1/16	2/4	1	1	1/16	1/16	1		0	72	C5	5	57
9	8	15	15	0.5		1/8	1/8	2/4	3	1	1/8	1/8	1		4	52	E3	3	70
9	8	15	15	1.0		1/8	1/8	2/4	2	2	1/4	1/4	1		2	62	D4	4	67
9	8	15	15	0.25		1/8	1/8	2/4	1	1	1/16	1/16	1		8	68	G#4	4	58
9	8	15	15	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		8	68	G#4	4	63
9	8	61/4	61/4	0.25		3/16	3/16	2/4	1	1	1/16	1/16	1		8	68	G#4	4	59
9	8	31/2	31/2	0.5		1/4	1/4	2/4	3	1	1/8	1/8	1		-1	53	F3	3	71
9	8	31/2	31/2	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		3	69	A4	4	60
9	8	31/2	31/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		3	69	A4	4	64
9	8	16	16	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1		8	56	G#3	3	72
9	8	16	16	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1		2	62	D4	4	72
9	8	16	16	0.5		3/8	3/8	2/4	2	2	1/8	1/8	1	1	-1	65	F4	4	68
9	8	16	16	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		5	71	B4	4	61
9	8	16	16	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		5	71	B4	4	65
10	9	33/2	33/2	2.0		0	0	2/4	3	1	1/2	1/2	1		3	57	A3	3	82
10	9	33/2	33/2	2.0		0	0	2/4	3	1	1/2	1/2	1		0	60	C4	4	82
10	9	33/2	33/2	1.0		0	0	2/4	2	2	1/4	1/4	1	-1	-1	65	F4	4	79
10	9	33/2	33/2	0.5		0	0	2/4	1	1	1/8	1/8	1		0	72	C5	5	73
10	9	33/2	33/2	2.0		0	0	2/4	2	1	1/2	1/2	1		0	72	C5	5	78
10	9	17	17	0.5		1/8	1/8	2/4	1	1	1/8	1/8	1		4	76	E5	5	74
10	9	35/2	35/2	0.5		1/4	1/4	2/4	2	2	1/8	1/8	1		4	64	E4	4	80
10	9	35/2	35/2	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		1	79	G5	5	75
10	9	18	18	0.5		3/8	3/8	2/4	2	2	1/8	1/8	1		-1	65	F4	4	81
10	9	18	18	0.25		3/8	3/8	2/4	1	1	1/16	1/16	1		-1	77	F5	5	76
10	9	73/4	73/4	0.25		7/16	7/16	2/4	1	1	1/16	1/16	1		4	76	E5	5	77
11	10	37/2	37/2	1.0		0	0	2/4	3	1	1/4	1/4	1		3	57	A3	3	89
11	10	37/2	37/2	1.0		0	0	2/4	3	1	1/4	1/4	1		5	59	B3	3	89
11	10	37/2	37/2	1.0		0	0	2/4	2	2	1/4	1/4	1		6	66	F#4	4	88
11	10	37/2	37/2	1.0		0	0	2/4	2	2	1/4	1/4	1		5	71	B4	4	88
11	10	37/2	37/2	0.5		0	0	2/4	1	1	1/8	1/8	1		4	76	E5	5	83
11	10	37/2	37/2	0.5		0	0	2/4	2	1	1/8	1/8	1		4	76	E5	5	85
11	10	19	19	0.5		1/8	1/8	2/4	1	1	1/8	1/8	1		9	75	D#5	5	84
11	10	19	19	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		9	75	D#5	5	86
11	10	20	20	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1		3	57	A3	3	90
11	10	20	20	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		6	66	F#4	4	87
11	10	20	20	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		5	71	B4	4	87
11	10	20	20	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		9	75	D#5	5	87
12	11	41/2	41/2	0.5		0	0	2/4	3	1	1/8	1/8	1		8	56	G#3	3	95
12	11	41/2	41/2	0.5		0	0	2/4	2	1	1/8	1/8	1		4	64	E4	4	91
12	11	41/2	41/2	0.5		0	0	2/4	2	1	1/8	1/8	1		5	71	B4	4	91
12	11	41/2	41/2	0.5		0	0	2/4	2	1	1/8	1/8	1		4	76	E5	5	91
12	11	21	21	0.5		1/8	1/8	2/4	3	1	1/8	1/8	1		8	56	G#3	3	96
12	11	21	21	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		2	62	D4	4	92
12	11	21	21	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		4	64	E4	4	92
12	11	21	21	0.5		1/8	1/8	2/4	2	1	1/8	1/8	1		5	71	B4	4	92
12	11	43/2	43/2	0.5		1/4	1/4	2/4	3	1	1/8	1/8	1		3	57	A3	3	97
12	11	43/2	43/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		0	60	C4	4	93
12	11	43/2	43/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		0	72	C5	5	93
12	11	22	22	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1	1	4	52	E3	3	98
12	11	22	22	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1	1	-2	58	Bb3	3	94
12	11	22	22	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1	1	0	60	C4	4	98
12	11	22	22	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1	1	8	68	G#4	4	94
13	12	45/2	45/2	0.5		0	0	2/4	3	1	1/8	1/8	1	-1	4	52	E3	3	103
13	12	45/2	45/2	0.5		0	0	2/4	2	1	1/8	1/8	1	-1	-2	58	Bb3	3	100
13	12	45/2	45/2	0.5		0	0	2/4	3	1	1/8	1/8	1	-1	0	60	C4	4	103
13	12	45/2	45/2	0.5		0	0	2/4	2	1	1/8	1/8	1	-1	8	68	G#4	4	100
13	12	23	23	1.0		1/8	1/8	2/4	3	1	1/4	1/4	1		-1	53	F3	3	104
13	12	23	23	1.0		1/8	1/8	2/4	2	1	1/4	1/4	1		3	57	A3	3	101
13	12	23	23	1.0		1/8	1/8	2/4	3	1	1/4	1/4	1		0	60	C4	4	104
13	12	23	23	1.0		1/8	1/8	2/4	2	1	1/4	1/4	1		3	69	A4	4	101
13	12	24	24	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1		4	52	E3	3	105
13	12	24	24	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		3	57	A3	3	102
13	12	24	24	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1		0	60	C4	4	105
13	12	24	24	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		3	69	A4	4	99
13	12	24	24	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		3	69	A4	4	102
14	13	49/2	49/2	0.5		0	0	2/4	3	1	1/8	1/8	1		2	50	D3	3	117
14	13	49/2	49/2	0.5		0	0	2/4	2	1	1/8	1/8	1		5	59	B3	3	112
14	13	49/2	49/2	0.5		0	0	2/4	2	1	1/8	1/8	1		-1	65	F4	4	112
14	13	49/2	49/2	0.5		0	0	2/4	2	1	1/8	1/8	1		8	68	G#4	4	112
14	13	49/2	49/2	0.5		0	0	2/4	1	1	1/8	1/8	1	1	-1	77	F5	5	106
14	13	25	25	0.25		1/8	1/8	2/4	3	1	1/16	1/16	1		0	48	C3	3	118
14	13	25	25	0.25		1/8	1/8	2/4	2	1	1/16	1/16	1		0	60	C4	4	113
14	13	25	25	0.25		1/8	1/8	2/4	2	1	1/16	1/16	1		4	64	E4	4	113
14	13	25	25	0.25		1/8	1/8	2/4	2	1	1/16	1/16	1		3	69	A4	4	113
14	13	25	25	0.16666666666666666		1/8	1/8	2/4	1	1	1/24	1/16	2/3	-1	-1	77	F5	5	107
14	13	151/6	151/6	0.16666666666666666		1/6	1/6	2/4	1	1	1/24	1/16	2/3		4	76	E5	5	108
14	13	101/4	101/4	0.25		3/16	3/16	2/4	3	1	1/16	1/16	1		2	50	D3	3	119
14	13	101/4	101/4	0.25		3/16	3/16	2/4	2	1	1/16	1/16	1		-1	65	F4	4	114
14	13	101/4	101/4	0.25		3/16	3/16	2/4	2	1	1/16	1/16	1		3	69	A4	4	114
14	13	101/4	101/4	0.25		3/16	3/16	2/4	2	1	1/16	1/16	1		5	71	B4	4	114
14	13	76/3	76/3	0.16666666666666666		5/24	5/24	2/4	1	1	1/24	1/16	2/3		2	74	D5	5	109
14	13	51/2	51/2	0.5		1/4	1/4	2/4	3	1	1/8	1/8	1		4	52	E3	3	120
14	13	51/2	51/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		4	64	E4	4	115
14	13	51/2	51/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		3	69	A4	4	115
14	13	51/2	51/2	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		0	72	C5	5	110
14	13	51/2	51/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		0	72	C5	5	115
14	13	26	26	0.5		3/8	3/8	2/4	3	1	1/8	1/8	1		4	52	E3	3	121
14	13	26	26	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		2	62	D4	4	116
14	13	26	26	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		4	64	E4	4	116
14	13	26	26	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		8	68	G#4	4	111
14	13	26	26	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		8	68	G#4	4	116
15	14	53/2	53/2	1.5		0	0	2/4	3	1	3/8	1/4	3/2		3	45	A2	2	125
15	14	53/2	53/2	1.5		0	0	2/4	2	1	3/8	1/4	3/2		0	60	C4	4	123
15	14	53/2	53/2	1.5		0	0	2/4	2	1	3/8	1/4	3/2		4	64	E4	4	123
15	14	53/2	53/2	1.5		0	0	2/4	1	1	3/8	1/4	3/2		3	69	A4	4	122
15	14	53/2	53/2	1.5		0	0	2/4	2	1	3/8	1/4	3/2		3	69	A4	4	123
15	14	28	28	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		0	72	C5	5	124
15	14	28	28	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		4	76	E5	5	124
16	15	57/2	57/2	0.75		0	0	2/4	2	1	3/16	1/8	3/2		3	69	A4	4	126
16	15	57/2	57/2	0.75		0	0	2/4	2	1	3/16	1/8	3/2		0	72	C5	5	126
16	15	117/4	117/4	0.25		3/16	3/16	2/4	2	1	1/16	1/16	1		4	64	E4	4	127
16	15	117/4	117/4	0.25		3/16	3/16	2/4	2	1	1/16	1/16	1		5	71	B4	4	127
16	15	59/2	59/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		0	60	C4	4	128
16	15	59/2	59/2	0.5		1/4	1/4	2/4	2	1	1/8	1/8	1		3	69	A4	4	128
16	15	30	30	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		2	62	D4	4	129
16	15	30	30	0.5		3/8	3/8	2/4	2	1	1/8	1/8	1		-1	65	F4	4	129
17	16		61/2	0.5	1	0	0	2/4	2	1	1/8	1/8	1		0	60	C4	4	131
17	16		61/2	0.5	1	0	0	2/4	2	1	1/8	1/8	1		4	64	E4	4	131
17	16		31	0.5	1	1/8	1/8	2/4	3	1	1/8	1/8	1		-1	53	F3	3	135
17	16		31	0.5	1	1/8	1/8	2/4	3	1	1/8	1/8	1		3	57	A3	3	135
17	16		31	0.5	1	1/8	1/8	2/4	2	1	1/8	1/8	1		5	59	B3	3	132
